2001-12-21 10
2001-12-21 38
2002-01-02 38
2002-01-03 38
2002-01-05 38
2002-01-05 39
2002-01-06 39
2002-01-11 39
2002-04-26 43
2002-04-26 49
2002-04-27 49
2002-05-03 49
2002-05-03 50
2002-05-08 50
2002-05-11 51
2002-05-23 58
2002-05-29 59
2002-05-31 59
2002-06-10 59
2002-07-03 59
2002-07-03 61
2002-07-11 61
2002-07-23 61
2002-07-27 62
2002-07-28 62
2002-07-29 62
2002-07-31 62
2002-08-07 62
2002-08-10 62
2002-08-10 63
2002-08-10 64
2002-08-12 64
2002-08-28 64
2002-09-09 65
2002-09-17 65
2002-09-30 65
2002-10-17 68
2002-10-22 68
2002-10-23 68
2002-10-23 74
2002-10-27 74
2002-10-29 74
2002-11-12 76
2002-11-14 76
2002-11-14 78
2002-11-15 79
2002-11-18 79
2002-11-18 80
2002-11-20 80
2002-11-21 80
2002-11-21 81
2002-12-05 78
2002-12-07 78
2002-12-10 80
2002-12-11 80
2002-12-16 80
2002-12-17 80
2002-12-27 80
2002-12-28 80
2002-12-30 81
2002-12-31 81
2003-01-01 81
2003-01-02 81
2003-01-03 81
2003-01-06 81
2003-01-07 81
2003-01-08 81
2003-01-08 86
2003-01-08 90
2003-01-09 90
2003-01-10 91
2003-01-14 91
2003-01-15 91
2003-01-15 92
2003-01-16 92
2003-01-16 94
2003-01-16 95
2003-01-17 95
2003-01-17 96
2003-01-18 114
2003-01-18 115
2003-01-18 116
2003-01-18 95
2003-01-18 96
2003-01-19 116
2003-01-19 118
2003-01-19 119
2003-01-20 118
2003-01-21 117
2003-01-22 117
2003-01-23 117
2003-01-24 117
2003-01-25 117
2003-01-28 117
2003-01-30 117
2003-01-30 118
2003-01-31 118
2003-02-03 119
2003-02-04 119
2003-02-04 121
2003-02-04 122
2003-02-05 120
2003-02-05 121
2003-02-06 120
2003-02-07 120
2003-02-10 120
2003-02-12 119
2003-02-12 126
2003-02-14 126
2003-02-15 127
2003-02-15 129
2003-02-16 129
2003-02-17 129
2003-02-18 129
2003-02-19 130
2003-02-23 130
2003-02-25 130
2003-03-01 131
2003-03-03 131
2003-03-04 131
2003-03-04 132
2003-03-05 132
2003-03-06 132
2003-03-10 132
2003-03-10 133
2003-03-10 134
2003-03-13 134
2003-03-21 134
2003-03-24 134
2003-03-24 135
2003-03-31 135
2003-04-14 135
2003-04-21 135
2003-04-25 135
2003-04-27 135
2003-05-15 135
2003-06-04 136
2003-06-04 137
2003-06-05 137
2003-06-05 139
2003-06-09 139
2003-06-11 140
2003-06-12 140
2003-06-13 140
2003-06-14 140
2003-06-20 140
2003-06-20 142
2003-06-20 183
2003-06-21 184
2003-06-23 184
2003-06-23 186
2003-06-25 186
2003-06-26 186
2003-06-26 187
2003-06-27 187
2003-06-27 190
2003-07-01 190
2003-07-13 190
2003-07-14 190
2003-07-21 190
2003-07-24 190
2003-07-27 190
2003-07-31 191
2003-08-07 191
2003-08-09 191
2003-08-10 191
2003-08-17 190
2003-08-17 191
2003-08-18 190
2003-08-19 190
2003-08-20 190
2003-08-22 194
2003-08-22 195
2003-08-31 194
2003-09-01 194
2003-09-02 195
2003-09-03 196
2003-09-03 197
2003-09-04 198
2003-09-04 199
2003-09-05 199
2003-09-09 199
2003-09-10 199
2003-09-11 200
2003-09-11 201
2003-09-14 199
2003-09-14 201
2003-09-26 198
2003-09-26 199
2003-09-30 198
2003-10-01 198
2003-10-02 198
2003-10-02 199
2003-10-06 201
2003-10-07 179
2003-10-11 179
2003-10-14 179
2003-10-15 179
2003-10-15 180
2003-10-17 180
2003-10-18 180
2003-10-19 180
2003-10-22 180
2003-10-24 180
2003-11-01 185
2003-11-01 186
2003-11-03 185
2003-11-04 185
2003-11-06 185
2003-11-07 185
2003-11-10 185
2003-11-11 185
2003-11-12 185
2003-11-12 186
2003-11-13 186
2003-11-14 186
2003-11-15 186
2003-11-16 186
2003-11-18 186
2003-11-19 187
2003-11-19 188
2003-11-20 188
2003-11-22 188
2003-11-24 188
2003-11-25 188
2003-11-29 188
2003-11-30 188
2003-12-02 188
2003-12-03 188
2003-12-03 189
2003-12-03 191
2003-12-03 192
2003-12-10 192
2003-12-19 191
2003-12-24 191
2003-12-27 191
2003-12-28 193
2003-12-29 193
2003-12-30 193
2004-01-02 193
2004-01-03 193
2004-01-04 193
2004-01-08 193
2004-01-11 193
2004-01-14 203
2004-01-14 204
2004-01-15 204
2004-01-16 209
2004-01-20 209
2004-01-24 209
2004-01-28 209
2004-01-29 199
2004-01-30 199
2004-01-31 198
2004-02-05 198
2004-02-06 198
2004-02-10 198
2004-02-11 199
2004-02-15 199
2004-02-18 198
2004-02-26 198
2004-02-27 198
2004-03-01 199
2004-03-05 200
2004-03-05 201
2004-03-05 203
2004-03-05 204
2004-03-05 205
2004-03-06 205
2004-03-10 205
2004-03-11 206
2004-03-11 208
2004-03-11 210
2004-03-12 210
2004-03-13 210
2004-03-18 209
2004-03-18 210
2004-03-19 209
2004-03-20 210
2004-03-24 210
2004-03-25 210
2004-03-30 211
2004-03-31 211
2004-04-01 211
2004-04-03 212
2004-04-03 213
2004-04-04 212
2004-04-09 212
2004-04-12 210
2004-04-12 211
2004-04-12 212
2004-04-13 210
2004-04-15 210
2004-04-16 210
2004-04-20 210
2004-04-20 211
2004-04-21 211
2004-04-30 212
2004-05-01 212
2004-05-04 212
2004-05-06 212
2004-05-07 212
2004-05-11 212
2004-05-13 212
2004-05-13 213
2004-05-14 213
2004-05-18 214
2004-05-19 214
2004-05-28 214
2004-06-14 213
2004-06-14 214
2004-06-24 213
2004-06-26 213
2004-06-28 213
2004-07-09 214
2004-07-16 214
2004-07-17 214
2004-07-18 214
2004-07-20 212
2004-07-20 213
2004-07-25 212
2004-07-28 212
2004-07-29 212
2004-08-16 212
2004-08-19 212
2004-09-02 212
2004-09-02 245
2004-09-03 245
2004-09-03 246
2004-09-08 254
2004-09-09 254
2004-09-10 254
2004-09-10 268
2004-09-11 268
2004-09-14 268
2004-09-22 268
2004-09-27 268
2004-09-29 268
2004-09-29 269
2004-09-29 272
2004-09-29 274
2004-10-05 273
2004-10-08 273
2004-10-08 274
2004-10-08 275
2004-10-08 276
2004-10-08 277
2004-10-08 278
2004-10-08 326
2004-10-08 329
2004-10-09 329
2004-10-09 333
2004-10-09 334
2004-10-09 335
2004-10-09 500
2004-10-09 501
2004-10-09 502
2004-10-09 504
2004-10-11 504
2004-10-11 507
2004-10-11 509
2004-10-13 509
2004-10-14 510
2004-10-14 511
2004-10-14 512
2004-10-14 515
2004-10-15 515
2004-10-18 515
2004-10-18 527
2004-10-18 528
2004-10-19 527
2004-10-21 527
2004-10-21 534
2004-10-25 534
2004-10-26 534
2004-10-27 533
2004-10-27 534
2004-10-31 538
2004-10-31 542
2004-10-31 543
2004-10-31 544
2004-11-02 544
2004-11-05 544
2004-11-06 544
2004-11-11 544
2004-11-11 554
2004-11-11 557
2004-11-13 557
2004-11-17 565
2004-11-17 575
2004-11-18 575
2004-11-22 577
2004-11-22 584
2004-11-23 584
2004-11-30 583
