2001-12 3
2002-01 8
2002-04 4
2002-05 17
2002-06 1
2002-07 10
2002-08 8
2002-09 3
2002-10 10
2002-11 21
2002-12 12
2003-01 113
2003-02 47
2003-03 27
2003-04 5
2003-05 1
2003-06 54
2003-07 8
2003-08 24
2003-09 38
2003-10 24
2003-11 74
2003-12 29
2004-01 24
2004-02 18
2004-03 30
2004-04 25
2004-05 14
2004-06 9
2004-07 17
2004-08 2
2004-09 30
2004-10 124
2004-11 20
2004-12 37
2005-01 33
2005-02 96
2005-03 41
2005-04 41
2005-05 35
2005-06 48
2005-07 23
2005-08 83
2005-09 73
2005-10 7
2005-11 27
2005-12 45
2006-01 74
2006-02 23
2006-03 37
2006-04 75
2006-05 12
2006-06 39
2006-07 55
2006-08 23
2006-09 26
2006-10 28
2006-11 63
2006-12 141
2007-01 213
2007-02 89
2007-03 54
2007-04 34
2007-05 54
2007-06 110
2007-07 282
2007-08 256
2007-09 261
2007-10 88
2007-11 79
2007-12 18
2008-01 28
2008-02 31
2008-03 275
2008-04 129
2008-05 50
2008-06 120
2008-07 134
2008-08 148
2008-09 89
2008-10 121
2008-11 72
2008-12 174
2009-01 450
2009-02 101
2009-03 226
2009-04 92
2009-05 74
2009-06 57
2009-07 154
2009-08 74
2009-09 88
2009-10 135
2009-11 120
2009-12 126
2010-01 54
2010-02 344
2010-03 135
2010-04 197
2010-05 195
2010-06 141
2010-07 206
2010-08 67
2010-09 205
2010-10 97
2010-11 173
2010-12 223
2011-01 142
2011-02 150
2011-03 85
2011-04 145
2011-05 115
2011-06 52
2011-07 161
2011-08 103
2011-09 139
2011-10 164
2011-11 114
2011-12 112
2012-01 232
2012-02 150
2012-03 204
2012-04 169
2012-05 233
2012-06 287
2012-07 179
2012-08 158
2012-09 262
2012-10 178
2012-11 338
2012-12 340
2013-01 328
2013-02 212
2013-03 292
2013-04 223
2013-05 322
2013-06 313
2013-07 231
2013-08 151
2013-09 268
2013-10 356
2013-11 285
2013-12 409
2014-01 381
2014-02 419
2014-03 466
2014-04 424
2014-05 353
2014-06 548
2014-07 415
2014-08 343
2014-09 392
2014-10 667
2014-11 463
2014-12 453
2015-01 398
2015-02 412
2015-03 599
2015-04 730
2015-05 373
2015-06 364
2015-07 792
2015-08 279
2015-09 283
2015-10 534
2015-11 390
2015-12 553
2016-01 445
2016-02 548
2016-03 558
2016-04 378
2016-05 396
2016-06 701
2016-07 678
2016-08 394
2016-09 377
2016-10 680
2016-11 465
2016-12 474
2017-01 402
2017-02 495
2017-03 507
2017-04 494
2017-05 466
2017-06 460
2017-07 709
2017-08 267
2017-09 496
2017-10 337
2017-11 400
2017-12 343
2018-01 232
