2005-08 12
2005-09 82
2005-10 56
2005-11 35
2005-12 31
2006-01 28
2006-02 50
2006-03 48
2006-04 26
2006-05 88
2006-06 41
2006-07 87
2006-08 101
2006-09 77
2006-10 71
2006-11 141
2006-12 119
2007-01 127
2007-02 60
2007-03 119
2007-04 168
2007-05 253
2007-06 227
2007-07 176
2007-08 377
2007-09 196
2007-10 229
2007-11 237
2007-12 104
2008-01 254
2008-02 216
2008-03 260
2008-04 221
2008-05 162
2008-06 178
2008-07 226
2008-08 123
2008-09 224
2008-10 311
2008-11 113
2008-12 89
2009-01 135
2009-02 24
2009-03 10
2009-04 37
2009-05 182
2009-06 133
2009-07 138
2009-08 107
2009-09 92
2009-10 58
2009-11 268
2009-12 131
2010-01 155
2010-02 130
2010-03 136
2010-04 86
2010-05 65
2010-06 460
2010-07 471
2010-08 346
2010-09 321
2010-10 227
2010-11 612
2010-12 480
2011-01 461
2011-02 372
2011-03 321
2011-04 303
2011-05 355
2011-06 308
2011-07 432
2011-08 275
2011-09 305
2011-10 287
2011-11 358
2011-12 388
2012-01 330
2012-02 281
2012-03 529
2012-04 306
2012-05 295
2012-06 304
2012-07 490
2012-08 339
2012-09 359
2012-10 232
2012-11 266
2012-12 295
2013-01 423
2013-02 378
2013-03 388
2013-04 338
2013-05 347
2013-06 322
2013-07 328
2013-08 347
2013-09 294
2013-10 282
2013-11 321
2013-12 297
2014-01 327
2014-02 281
2014-03 362
2014-04 227
2014-05 247
2014-06 225
2014-07 355
2014-08 423
2014-09 238
2014-10 169
2014-11 174
2014-12 275
2015-01 287
2015-02 259
2015-03 247
2015-04 371
2015-05 289
2015-06 350
2015-07 381
2015-08 358
2015-09 416
2015-10 260
2015-11 312
2015-12 315
2016-01 540
2016-02 555
2016-03 394
2016-04 358
2016-05 430
2016-06 389
2016-07 358
2016-08 410
2016-09 390
2016-10 291
2016-11 315
2016-12 331
2017-01 427
2017-02 407
2017-03 409
2017-04 331
2017-05 238
2017-06 375
2017-07 313
2017-08 369
2017-09 318
2017-10 80
2017-11 72
2017-12 6
